,SPRING1,SPRING2,type,Neutrophil PT
73041,391.89,-1095.957,Neutrophil,42552.0
73042,1149.637,-1749.578,Neutrophil,48359.0
73043,1472.976,-225.859,Monocyte,-1.0
73044,931.098,-1846.331,Neutrophil,47399.0
73045,-152.078,814.056,Undifferentiated,10066.0
73047,2532.709,-500.946,Undifferentiated,-1.0
73048,-194.187,864.818,Undifferentiated,2429.0
73049,1222.745,-2082.589,Neutrophil,47800.0
73050,2608.22,228.824,Monocyte,-1.0
73051,-229.076,976.057,Undifferentiated,967.0
73052,2907.627,421.327,Monocyte,-1.0
73053,-70.762,-326.786,Undifferentiated,-1.0
73054,-1078.872,-1348.371,Undifferentiated,-1.0
73055,378.501,-433.379,Undifferentiated,28649.0
73058,-1079.452,-1474.969,Baso,-1.0
73059,541.523,-734.26,Undifferentiated,37043.0
73060,855.214,-1727.34,Neutrophil,47672.0
73061,394.021,-90.572,Undifferentiated,24941.0
73062,872.535,-255.015,Undifferentiated,-1.0
73064,795.199,775.01,Undifferentiated,-1.0
73065,126.715,444.229,Undifferentiated,12994.0
73066,457.049,-1169.859,Neutrophil,42486.0
73068,636.169,-782.485,Undifferentiated,35642.0
73069,2171.911,-191.497,Monocyte,-1.0
73070,897.547,-1804.731,Neutrophil,45862.0
73071,2716.327,-84.824,Monocyte,-1.0
73072,2496.27,-159.2,Monocyte,-1.0
73073,-968.037,-1999.789,Baso,-1.0
73075,-736.034,146.873,Undifferentiated,-1.0
73077,556.812,-812.657,Undifferentiated,35337.0
73078,94.1,-160.972,Undifferentiated,27651.0
73079,-1340.176,413.253,Undifferentiated,-1.0
73083,-1441.263,496.871,Meg,-1.0
73084,-747.378,-528.461,Undifferentiated,-1.0
73085,759.058,-1627.086,Neutrophil,46254.0
73086,443.792,2.187,Undifferentiated,27037.0
73087,1563.906,-2215.564,Neutrophil,51324.0
73088,2258.879,-472.288,Monocyte,-1.0
73090,810.532,1665.72,Undifferentiated,-1.0
73092,1986.873,-200.505,Monocyte,-1.0
73093,870.137,-1882.799,Neutrophil,46361.0
73095,2506.325,-533.643,Undifferentiated,-1.0
73096,175.491,-192.351,Undifferentiated,28006.0
73099,-629.527,-424.77,Undifferentiated,-1.0
73100,-1043.888,-1224.786,Baso,-1.0
73101,171.513,9.402,Undifferentiated,29361.0
73102,-1150.458,-306.661,Undifferentiated,-1.0
73104,379.657,-444.4,Undifferentiated,31949.0
73105,516.467,-1071.151,Neutrophil,39121.0
73106,-866.614,-689.999,Undifferentiated,-1.0
73107,1806.325,-95.249,Monocyte,-1.0
73109,1709.99,-171.698,Monocyte,-1.0
73110,756.195,1609.01,Undifferentiated,-1.0
73111,2128.433,-249.587,Monocyte,-1.0
73115,1302.511,795.266,Undifferentiated,-1.0
73118,656.722,-1186.676,Neutrophil,41495.0
73119,568.691,-1062.855,Neutrophil,39167.0
73120,561.833,-540.62,Undifferentiated,28257.0
73122,1273.989,-2139.978,Neutrophil,48307.0
73123,668.712,48.29,Undifferentiated,-1.0
73124,-15.047,475.813,Undifferentiated,13804.0
73125,467.954,-65.774,Undifferentiated,22770.0
73126,1359.461,-237.865,Undifferentiated,-1.0
73128,-494.244,449.283,Undifferentiated,-1.0
73129,513.916,-251.665,Undifferentiated,24862.0
73130,-1088.978,-1741.897,Baso,-1.0
73131,1966.528,-173.79,Monocyte,-1.0
73132,395.011,-290.932,Undifferentiated,25348.0
73138,474.266,-291.169,Undifferentiated,29229.0
73139,763.239,-1639.636,Neutrophil,44334.0
73140,1332.02,-411.166,Undifferentiated,-1.0
73141,-782.59,-554.701,Undifferentiated,-1.0
73142,141.951,221.866,Undifferentiated,19194.0
73143,41.395,403.675,Undifferentiated,16789.0
73145,490.204,-976.684,Neutrophil,39982.0
73146,2945.76,411.916,Monocyte,-1.0
73149,623.036,-1462.217,Neutrophil,44332.0
73150,-1585.446,608.913,Meg,-1.0
73151,2622.902,405.249,Monocyte,-1.0
73153,1071.342,-150.925,Undifferentiated,-1.0
73154,894.461,1531.149,Lymphoid,-1.0
73155,315.058,257.279,Undifferentiated,21511.0
73156,2560.842,-606.11,Undifferentiated,-1.0
73157,493.12,-1247.308,Neutrophil,45684.0
73158,2446.791,58.499,Monocyte,-1.0
73159,677.596,-1013.654,Neutrophil,43472.0
73162,590.787,-455.238,Undifferentiated,28227.0
73163,429.845,32.86,Undifferentiated,22041.0
73164,-1079.888,-1627.133,Baso,-1.0
73165,608.299,-1313.269,Neutrophil,44220.0
73166,1990.983,-222.274,Monocyte,-1.0
73167,1638.013,-230.542,Monocyte,-1.0
73171,420.956,-392.552,Undifferentiated,29841.0
73172,392.037,-930.568,Neutrophil,38810.0
73173,-1003.296,-879.13,Baso,-1.0
73174,428.663,49.55,Undifferentiated,26520.0
73175,-72.575,-194.778,Undifferentiated,-1.0
73176,-60.693,25.642,Undifferentiated,-1.0
73177,1326.066,-298.26,Undifferentiated,-1.0
73178,2512.904,-371.222,Monocyte,-1.0
73179,1975.182,-144.513,Monocyte,-1.0
73181,460.086,-57.174,Undifferentiated,24160.0
73182,649.168,-1458.451,Neutrophil,45091.0
73184,111.69,53.825,Undifferentiated,29197.0
73185,396.329,-556.954,Undifferentiated,32842.0
73186,301.442,-43.12,Undifferentiated,23665.0
73187,-40.765,666.44,Undifferentiated,5417.0
73188,2169.663,2.091,Monocyte,-1.0
73190,424.362,-1146.72,Neutrophil,43354.0
73192,2700.701,373.335,Monocyte,-1.0
73193,229.019,-325.366,Undifferentiated,34000.0
73194,1785.269,-344.168,Monocyte,-1.0
73195,-979.937,-849.282,Baso,-1.0
73196,-539.681,-278.243,Undifferentiated,-1.0
73197,475.506,239.565,Undifferentiated,-1.0
73198,2690.442,204.626,Monocyte,-1.0
73200,489.425,-1239.686,Neutrophil,39817.0
73201,390.26,-1107.527,Neutrophil,41994.0
73202,-303.479,-65.038,Undifferentiated,-1.0
73203,206.834,442.013,Undifferentiated,13941.0
73204,1181.059,-147.905,Undifferentiated,-1.0
73205,521.51,-127.286,Undifferentiated,29315.0
73207,-780.758,-375.307,Undifferentiated,-1.0
73209,388.03,-611.821,Undifferentiated,34703.0
73210,-497.466,-118.555,Undifferentiated,-1.0
73211,-996.209,-833.38,Baso,-1.0
73213,513.829,-1311.714,Neutrophil,44062.0
73216,521.635,-1291.654,Neutrophil,41061.0
73217,803.572,-158.012,Undifferentiated,-1.0
73218,-1207.449,298.322,Undifferentiated,-1.0
73219,-1094.133,489.846,Undifferentiated,-1.0
73221,-1018.923,-1103.459,Baso,-1.0
73222,2817.32,209.216,Monocyte,-1.0
73223,685.915,-237.084,Undifferentiated,-1.0
73224,-1104.958,-1794.339,Baso,-1.0
73225,375.561,846.306,Undifferentiated,-1.0
73226,-5.05,685.999,Undifferentiated,9061.0
73227,-183.084,284.219,Undifferentiated,-1.0
73228,721.364,-1628.4,Neutrophil,44248.0
73229,443.689,-1128.689,Neutrophil,41634.0
73230,869.689,-1844.22,Neutrophil,47085.0
73231,2363.928,-384.202,Monocyte,-1.0
73232,2705.142,132.743,Monocyte,-1.0
73233,-1088.685,-1782.113,Baso,-1.0
73234,1958.927,-322.181,Monocyte,-1.0
73236,42.167,592.206,Undifferentiated,12770.0
73237,2625.897,-1941.413,Neutrophil,59023.0
73238,2077.212,-1961.812,Undifferentiated,53359.0
73241,67.518,174.764,Undifferentiated,19707.0
73242,850.964,-63.017,Undifferentiated,-1.0
73244,605.945,-298.377,Undifferentiated,30840.0
73245,-1069.17,-1357.978,Baso,-1.0
73246,2291.911,43.605,Monocyte,-1.0
73248,529.651,-1117.44,Neutrophil,39099.0
73250,505.499,770.112,Undifferentiated,-1.0
73251,1184.096,745.218,Undifferentiated,-1.0
73252,-194.015,715.652,Undifferentiated,7959.0
73253,606.528,-1017.354,Neutrophil,39602.0
73254,696.451,-1296.297,Neutrophil,43013.0
73255,681.374,-1535.469,Neutrophil,41370.0
73259,455.006,325.244,Undifferentiated,-1.0
73260,131.931,359.238,Undifferentiated,18963.0
73262,488.532,-691.491,Undifferentiated,36676.0
73263,568.226,-986.283,Neutrophil,38115.0
73264,1484.756,-201.378,Monocyte,-1.0
73265,1410.022,-496.416,Undifferentiated,-1.0
73266,-666.178,-386.57,Undifferentiated,-1.0
73267,489.725,-39.113,Undifferentiated,21148.0
73268,-321.257,334.283,Undifferentiated,-1.0
73271,2613.87,-299.57,Monocyte,-1.0
73272,-961.686,-1972.875,Baso,-1.0
73273,961.846,83.86,Undifferentiated,-1.0
73274,-1783.39,-905.183,Mast,-1.0
73275,2022.091,-283.358,Monocyte,-1.0
73277,55.388,280.858,Undifferentiated,13806.0
73279,459.826,306.433,Undifferentiated,-1.0
73280,-1258.694,-490.276,Undifferentiated,-1.0
73282,-1086.194,-1526.233,Baso,-1.0
73284,366.105,-708.237,Undifferentiated,32159.0
73285,536.138,-647.103,Undifferentiated,39893.0
73286,537.996,63.991,Undifferentiated,-1.0
73287,1334.101,-135.48,Undifferentiated,-1.0
73288,2554.121,-22.306,Monocyte,-1.0
73289,1040.979,-1917.177,Neutrophil,47680.0
73290,-947.807,-898.144,Baso,-1.0
73291,538.113,-781.467,Undifferentiated,36879.0
73292,-787.991,-523.419,Undifferentiated,-1.0
73293,1972.375,-392.036,Monocyte,-1.0
73294,546.424,44.94,Undifferentiated,-1.0
73295,2402.897,-312.744,Monocyte,-1.0
73296,-1056.965,-1300.114,Baso,-1.0
73297,2447.173,-283.669,Monocyte,-1.0
73299,2435.333,-647.254,Undifferentiated,-1.0
73300,-910.331,-772.445,Baso,-1.0
73301,2414.253,-433.618,Monocyte,-1.0
73307,519.899,-35.87,Undifferentiated,-1.0
73309,932.25,-1850.989,Neutrophil,47237.0
73310,374.904,518.115,Undifferentiated,14085.0
73311,1319.049,-213.175,Undifferentiated,-1.0
73312,553.58,-140.178,Undifferentiated,27335.0
73313,418.492,-672.913,Undifferentiated,32973.0
73314,-678.672,134.128,Undifferentiated,-1.0
73315,-256.824,949.076,Undifferentiated,2595.0
73316,1249.789,-2128.906,Neutrophil,49718.0
73317,242.659,-2.894,Undifferentiated,22789.0
73318,1029.256,-1927.878,Neutrophil,47802.0
73319,1501.969,-1984.834,Neutrophil,49934.0
73320,-588.232,105.592,Undifferentiated,-1.0
73321,-952.481,-2105.293,Baso,-1.0
73322,-1387.226,556.535,Meg,-1.0
73324,-1040.472,-1098.814,Baso,-1.0
73325,-388.752,196.32,Undifferentiated,-1.0
73326,1205.618,747.591,Undifferentiated,-1.0
73328,672.815,-1283.706,Neutrophil,40972.0
73330,330.906,147.527,Undifferentiated,21517.0
73331,1804.563,-165.798,Monocyte,-1.0
73332,638.207,-782.692,Undifferentiated,36142.0
73333,411.429,-1034.0,Neutrophil,40731.0
73335,2814.864,278.691,Monocyte,-1.0
73336,456.518,1.159,Undifferentiated,26241.0
73337,2140.64,-295.453,Monocyte,-1.0
73338,13.127,482.691,Undifferentiated,11659.0
73339,784.938,-1698.794,Neutrophil,46245.0
73340,-1001.851,-1016.575,Baso,-1.0
73341,2406.492,-4.132,Monocyte,-1.0
73342,-1043.058,-1339.687,Baso,-1.0
73344,179.017,332.041,Undifferentiated,17210.0
73345,739.207,-1618.32,Neutrophil,47111.0
73346,538.01,-716.952,Undifferentiated,38874.0
73347,1792.078,-246.832,Monocyte,-1.0
73348,2840.969,234.937,Monocyte,-1.0
73349,175.483,380.244,Undifferentiated,13062.0
73350,238.939,346.95,Undifferentiated,15582.0
73351,461.855,-44.804,Undifferentiated,24077.0
73352,167.667,245.589,Undifferentiated,16807.0
73353,-932.694,377.997,Undifferentiated,-1.0
73354,1038.211,-162.005,Undifferentiated,-1.0
73355,-973.29,-885.811,Baso,-1.0
73356,5.309,552.55,Undifferentiated,14976.0
73357,1753.192,-336.54,Monocyte,-1.0
73358,-178.939,-193.05,Undifferentiated,-1.0
73359,90.344,412.063,Undifferentiated,12230.0
73360,473.244,-909.267,Undifferentiated,38628.0
73361,1153.49,-2059.019,Neutrophil,49952.0
73362,2045.535,-124.233,Monocyte,-1.0
73363,-1028.634,-1055.622,Baso,-1.0
73366,368.261,-706.624,Undifferentiated,35111.0
73368,757.531,-1534.887,Neutrophil,45580.0
73370,-948.3,-1221.564,Baso,-1.0
73371,543.389,80.531,Undifferentiated,-1.0
73372,2136.599,-314.148,Monocyte,-1.0
73373,-998.59,-1887.534,Baso,-1.0
73375,252.534,-555.094,Undifferentiated,35841.0
73376,2503.009,-214.26,Monocyte,-1.0
73377,-1025.991,-1175.294,Baso,-1.0
73378,-1090.294,-1394.434,Baso,-1.0
73379,2110.262,-2116.114,Neutrophil,54922.0
73380,-967.116,-1906.397,Baso,-1.0
73382,2360.022,-411.09,Monocyte,-1.0
73383,2762.154,176.489,Monocyte,-1.0
73384,-944.518,-793.256,Baso,-1.0
73386,40.259,397.201,Undifferentiated,20310.0
73387,-189.326,913.385,Undifferentiated,1867.0
73388,560.833,-1229.699,Neutrophil,40373.0
73389,-981.116,-1221.978,Baso,-1.0
73390,916.94,53.338,Undifferentiated,-1.0
73391,1380.331,-323.18,Monocyte,-1.0
73392,779.996,-383.312,Undifferentiated,-1.0
73393,654.282,-1264.935,Neutrophil,42581.0
73394,-247.785,-125.333,Undifferentiated,-1.0
73395,-985.195,-848.22,Baso,-1.0
73397,-59.581,584.395,Undifferentiated,9789.0
73401,-1085.569,-1511.714,Baso,-1.0
73402,-189.548,885.186,Undifferentiated,3927.0
73403,660.711,-1180.568,Neutrophil,40478.0
73404,2550.462,-235.601,Monocyte,-1.0
73405,-903.835,-2031.391,Baso,-1.0
73409,581.668,-1177.529,Neutrophil,40464.0
73410,-973.831,-1051.066,Baso,-1.0
73411,557.436,-1138.793,Neutrophil,39669.0
73412,1416.325,856.929,Undifferentiated,-1.0
73413,1868.552,-132.356,Monocyte,-1.0
73414,525.335,-1146.424,Neutrophil,42327.0
73415,2741.089,34.316,Monocyte,-1.0
73416,2315.704,-132.096,Monocyte,-1.0
73417,706.699,-1310.456,Neutrophil,42625.0
73418,-851.768,-646.489,Baso,-1.0
73419,578.221,-1216.901,Neutrophil,41151.0
73420,1303.323,-86.132,Undifferentiated,-1.0
73421,2524.276,-300.664,Monocyte,-1.0
73422,2233.463,-184.406,Monocyte,-1.0
73423,560.543,-1177.623,Neutrophil,42350.0
73424,2621.309,-1890.367,Neutrophil,59682.0
73429,-283.157,-65.954,Undifferentiated,-1.0
73430,-245.518,962.231,Undifferentiated,5648.0
73431,2731.36,274.525,Monocyte,-1.0
73432,437.804,37.887,Undifferentiated,22533.0
73433,370.633,-1000.219,Neutrophil,39745.0
73434,159.999,132.782,Undifferentiated,18983.0
73435,-1106.822,-1762.9,Baso,-1.0
73436,2803.147,161.185,Monocyte,-1.0
73437,1622.831,-263.358,Monocyte,-1.0
73438,2501.075,-441.511,Monocyte,-1.0
73439,2903.884,345.81,Monocyte,-1.0
73440,653.026,-1510.884,Neutrophil,44093.0
73441,2488.607,52.133,Monocyte,-1.0
73442,658.541,-1489.893,Neutrophil,44320.0
73443,2777.955,327.433,Monocyte,-1.0
73444,332.571,437.466,Undifferentiated,20038.0
73445,2541.327,-659.89,Undifferentiated,-1.0
73447,319.901,-123.242,Undifferentiated,28385.0
73448,327.629,165.666,Undifferentiated,19882.0
73449,385.808,-500.339,Undifferentiated,33860.0
73450,1114.377,-144.402,Undifferentiated,-1.0
73452,425.194,-501.941,Undifferentiated,34298.0
73454,-1253.858,498.454,Undifferentiated,-1.0
73455,1374.227,-1956.905,Neutrophil,50189.0
73456,1176.61,-2081.084,Neutrophil,49200.0
73458,-242.295,989.889,Undifferentiated,2227.0
73460,-1660.231,-859.964,Mast,-1.0
73462,487.03,-985.038,Neutrophil,37967.0
73463,130.991,-133.279,Undifferentiated,25776.0
73464,528.39,-1000.009,Neutrophil,40412.0
73465,2845.813,153.654,Monocyte,-1.0
73470,544.014,-562.341,Undifferentiated,33904.0
73471,-475.963,469.136,Undifferentiated,-1.0
73472,461.477,-62.647,Undifferentiated,21624.0
73473,883.567,-120.181,Undifferentiated,-1.0
73474,590.47,-918.913,Neutrophil,35870.0
73475,-816.95,-73.765,Undifferentiated,-1.0
73476,2870.923,383.04,Monocyte,-1.0
73477,-1187.512,-318.864,Undifferentiated,-1.0
73479,552.328,-412.706,Undifferentiated,33361.0
73480,2565.07,282.398,Monocyte,-1.0
73481,340.635,-613.621,Undifferentiated,35562.0
73482,2474.035,506.876,Monocyte,-1.0
73483,2745.263,201.456,Monocyte,-1.0
73484,2546.426,-702.165,Undifferentiated,-1.0
73485,-1171.75,293.258,Undifferentiated,-1.0
73486,2383.283,27.524,Monocyte,-1.0
73487,200.509,148.745,Undifferentiated,18492.0
73489,-1107.072,-1771.88,Baso,-1.0
73490,-20.803,105.961,Undifferentiated,24526.0
73491,2954.017,200.308,Monocyte,-1.0
73495,522.628,-290.018,Undifferentiated,29365.0
73498,689.698,-475.238,Undifferentiated,28704.0
73499,390.728,-254.571,Undifferentiated,29288.0
73500,344.721,-625.826,Undifferentiated,33814.0
73501,3026.22,546.332,Monocyte,-1.0
73502,2374.911,-330.788,Monocyte,-1.0
73504,2146.344,652.267,Undifferentiated,-1.0
73505,-2.661,632.683,Undifferentiated,8928.0
73506,37.797,463.503,Undifferentiated,9696.0
73507,-864.971,-748.987,Baso,-1.0
73508,-971.061,-2065.392,Baso,-1.0
73509,2916.469,221.098,Monocyte,-1.0
73512,-522.109,104.501,Undifferentiated,-1.0
73513,2118.15,-460.99,Monocyte,-1.0
73514,1931.042,-254.15,Monocyte,-1.0
73517,2588.724,-231.292,Monocyte,-1.0
73518,684.914,-1084.752,Neutrophil,39224.0
73521,641.673,-1483.122,Neutrophil,45997.0
73523,-978.228,-960.659,Baso,-1.0
73524,875.194,-14.28,Undifferentiated,-1.0
73525,-1733.692,-931.451,Mast,-1.0
73527,1478.535,-285.504,Monocyte,-1.0
73528,309.676,152.11,Undifferentiated,18639.0
73529,-465.306,154.157,Undifferentiated,-1.0
73530,1934.617,-227.059,Monocyte,-1.0
73531,513.614,-185.652,Undifferentiated,24698.0
73532,-1156.619,492.156,Undifferentiated,-1.0
73534,-209.081,865.279,Undifferentiated,6289.0
73535,1854.142,-324.171,Monocyte,-1.0
73536,339.08,-357.635,Undifferentiated,31379.0
73538,1561.397,-360.366,Monocyte,-1.0
73539,2578.628,-1967.359,Neutrophil,58701.0
73540,847.242,1533.445,Lymphoid,-1.0
73545,130.477,-254.52,Undifferentiated,30368.0
73547,417.333,-796.584,Undifferentiated,38105.0
73549,402.758,-13.188,Undifferentiated,19849.0
73550,-56.74,69.338,Undifferentiated,-1.0
73552,540.456,-626.256,Undifferentiated,38728.0
73553,546.438,-598.526,Undifferentiated,28703.0
73554,1680.037,-572.236,Undifferentiated,-1.0
73555,539.914,-1275.058,Neutrophil,40653.0
73556,-884.34,-626.876,Baso,-1.0
73557,1032.408,-1881.329,Neutrophil,46881.0
73558,-116.139,62.618,Undifferentiated,-1.0
73560,2918.277,165.176,Monocyte,-1.0
73561,-852.508,-461.347,Undifferentiated,-1.0
73562,1690.709,-368.441,Monocyte,-1.0
73563,115.922,-109.976,Undifferentiated,22305.0
73565,598.911,-1332.859,Neutrophil,41297.0
73569,-564.935,32.162,Undifferentiated,-1.0
73570,2555.551,-106.796,Monocyte,-1.0
73571,429.29,-1030.275,Neutrophil,39918.0
73573,-488.305,-235.532,Undifferentiated,-1.0
73574,-82.335,309.993,Undifferentiated,19071.0
73575,-1041.261,-1310.04,Baso,-1.0
73577,-572.128,449.922,Undifferentiated,-1.0
73578,-1037.931,-1330.748,Baso,-1.0
73580,-238.611,1034.128,Undifferentiated,1010.0
73581,660.539,-176.375,Undifferentiated,-1.0
73582,280.771,-611.5,Undifferentiated,34018.0
73583,2075.113,-31.82,Monocyte,-1.0
73585,-1030.154,-1305.223,Baso,-1.0
73586,1289.79,847.794,Undifferentiated,-1.0
73587,2088.638,-329.158,Monocyte,-1.0
73588,1859.921,-2185.53,Neutrophil,52761.0
73591,-945.243,-759.416,Baso,-1.0
73594,196.367,69.225,Undifferentiated,23659.0
73595,1557.449,-126.178,Monocyte,-1.0
73596,-560.456,-280.017,Undifferentiated,-1.0
73597,498.095,-76.482,Undifferentiated,23231.0
73598,-899.352,-738.983,Baso,-1.0
73599,109.859,-413.487,Undifferentiated,-1.0
73600,2507.374,-474.482,Monocyte,-1.0
73601,-1176.119,-523.097,Undifferentiated,-1.0
73602,-1059.402,439.581,Undifferentiated,-1.0
73603,222.115,-654.518,Undifferentiated,37942.0
73604,-522.174,186.292,Undifferentiated,-1.0
73605,2462.597,5.581,Monocyte,-1.0
73606,1985.057,-224.572,Monocyte,-1.0
73607,2453.53,-381.944,Monocyte,-1.0
73609,-1009.473,-1184.96,Baso,-1.0
73611,1309.685,-320.273,Undifferentiated,-1.0
73612,-966.881,-855.11,Baso,-1.0
73614,355.312,-662.55,Undifferentiated,40945.0
73615,2801.617,16.495,Monocyte,-1.0
73619,-619.05,-772.69,Undifferentiated,-1.0
73620,1055.039,-2024.951,Neutrophil,47682.0
73621,-1075.846,-84.041,Undifferentiated,-1.0
73624,579.215,35.261,Undifferentiated,-1.0
73625,518.916,-1013.673,Neutrophil,39211.0
73626,613.06,-1019.704,Neutrophil,36128.0
73627,2361.263,-606.548,Undifferentiated,-1.0
73628,434.009,-744.313,Undifferentiated,37876.0
73629,2894.632,444.374,Monocyte,-1.0
73630,2273.112,-2087.37,Neutrophil,56020.0
73631,2262.877,-28.74,Monocyte,-1.0
73633,574.805,-1001.071,Neutrophil,38123.0
73634,2611.168,-75.767,Monocyte,-1.0
73635,481.962,-820.799,Undifferentiated,35849.0
73636,2631.248,-198.924,Monocyte,-1.0
73637,106.097,774.309,Undifferentiated,8460.0
73644,-823.772,-636.547,Baso,-1.0
73645,-44.622,643.957,Undifferentiated,9327.0
73646,1354.014,-283.53,Undifferentiated,-1.0
73647,677.073,-1567.901,Neutrophil,41985.0
73648,346.05,-70.305,Undifferentiated,25375.0
73649,-437.056,0.058,Undifferentiated,-1.0
73650,185.212,301.377,Undifferentiated,16017.0
73653,506.74,-657.319,Undifferentiated,33426.0
73657,2570.539,-326.445,Monocyte,-1.0
73658,2283.039,-401.916,Monocyte,-1.0
73660,2642.937,-58.831,Monocyte,-1.0
73662,-572.078,455.926,Undifferentiated,-1.0
73664,2419.154,-336.534,Monocyte,-1.0
73667,211.126,-578.724,Undifferentiated,33745.0
73668,415.115,-1116.424,Neutrophil,40460.0
73669,904.349,-23.831,Undifferentiated,-1.0
73670,175.612,290.505,Undifferentiated,16909.0
73671,2467.577,-421.071,Monocyte,-1.0
73674,2954.493,106.81,Monocyte,-1.0
73675,2754.585,-57.024,Monocyte,-1.0
73677,655.797,-1448.192,Neutrophil,45064.0
73678,-1244.352,518.377,Undifferentiated,-1.0
73679,-597.056,-43.048,Undifferentiated,-1.0
73680,2322.063,-55.179,Monocyte,-1.0
73681,1493.968,-200.549,Monocyte,-1.0
73682,1841.727,-2206.123,Neutrophil,52815.0
73683,1626.264,2.86,Monocyte,-1.0
73684,591.625,-317.739,Undifferentiated,30574.0
73685,-583.078,-315.452,Undifferentiated,-1.0
73686,-491.599,-1742.183,Eos,-1.0
73687,357.898,-235.024,Undifferentiated,27390.0
73689,943.179,-1763.801,Neutrophil,47771.0
73690,743.822,-57.136,Undifferentiated,-1.0
73692,414.367,-453.238,Undifferentiated,31620.0
73693,243.015,96.582,Undifferentiated,25238.0
73694,-711.12,-474.619,Baso,-1.0
73695,1683.082,-366.168,Monocyte,-1.0
73697,-799.749,404.492,Undifferentiated,-1.0
73698,2384.202,-382.615,Monocyte,-1.0
73699,682.394,17.624,Undifferentiated,-1.0
73700,2230.82,-362.43,Monocyte,-1.0
73701,496.237,908.697,Undifferentiated,-1.0
73702,-1172.857,283.469,Undifferentiated,-1.0
73703,80.132,509.155,Undifferentiated,10464.0
73704,-407.429,734.63,Undifferentiated,-1.0
73705,2285.522,-209.422,Monocyte,-1.0
73707,-1032.419,-1387.758,Baso,-1.0
73708,605.246,252.317,Undifferentiated,-1.0
73709,795.707,-140.848,Undifferentiated,-1.0
73712,2502.133,3.426,Monocyte,-1.0
73713,992.483,30.223,Undifferentiated,-1.0
73717,527.851,-521.607,Undifferentiated,33509.0
73719,433.754,-652.764,Undifferentiated,32411.0
73720,-617.205,-379.492,Undifferentiated,-1.0
73721,-847.882,390.474,Undifferentiated,-1.0
73722,2988.696,711.554,Monocyte,-1.0
73723,623.222,470.769,Undifferentiated,-1.0
73724,-58.334,426.767,Undifferentiated,13016.0
73725,554.86,-1370.223,Neutrophil,44211.0
73726,2641.114,-75.63,Monocyte,-1.0
73727,1536.962,-300.022,Monocyte,-1.0
73728,2947.088,106.612,Monocyte,-1.0
73732,2430.488,-56.197,Monocyte,-1.0
73733,1056.116,-1890.368,Neutrophil,48409.0
73734,-1077.908,387.938,Undifferentiated,-1.0
73735,-1219.685,522.919,Undifferentiated,-1.0
73736,2485.485,58.335,Monocyte,-1.0
73737,601.815,-274.977,Undifferentiated,30452.0
73742,-971.798,-1976.76,Baso,-1.0
73743,427.533,-317.976,Undifferentiated,27650.0
73744,491.883,-174.387,Undifferentiated,26246.0
73745,436.366,-142.192,Undifferentiated,25825.0
73746,518.173,-506.265,Undifferentiated,29966.0
73747,-504.476,396.381,Undifferentiated,-1.0
73748,268.077,-568.233,Undifferentiated,34695.0
73749,268.599,212.895,Undifferentiated,18849.0
73750,-840.249,-641.529,Undifferentiated,-1.0
73751,2102.383,-177.975,Monocyte,-1.0
73752,22.475,636.962,Undifferentiated,10291.0
73753,2701.359,365.468,Monocyte,-1.0
73754,691.262,-1462.672,Neutrophil,44945.0
73755,-987.689,-918.403,Baso,-1.0
73760,-1063.197,-1543.823,Baso,-1.0
73761,333.087,239.446,Undifferentiated,20109.0
73763,-1832.481,-932.988,Mast,-1.0
73768,845.751,1471.629,Lymphoid,-1.0
73769,327.984,-244.414,Undifferentiated,30481.0
73770,37.057,473.485,Undifferentiated,13469.0
73771,1043.604,-1819.15,Neutrophil,48670.0
73772,-272.599,-268.079,Undifferentiated,-1.0
73773,-707.121,501.062,Undifferentiated,-1.0
73775,-996.441,-1030.288,Baso,-1.0
73776,718.702,-1505.254,Neutrophil,43498.0
73777,410.83,56.823,Undifferentiated,19308.0
73779,64.196,477.381,Undifferentiated,14878.0
73780,-973.097,-958.37,Baso,-1.0
73781,2499.743,-725.202,Undifferentiated,-1.0
73782,2860.549,293.073,Monocyte,-1.0
73783,2540.668,-180.156,Monocyte,-1.0
73784,1967.264,-775.742,Undifferentiated,-1.0
73788,2434.288,-201.408,Monocyte,-1.0
73789,2972.188,263.193,Monocyte,-1.0
73791,190.049,139.636,Undifferentiated,22524.0
73792,534.082,-866.307,Undifferentiated,37648.0
73793,450.411,-51.622,Undifferentiated,24946.0
73794,-1091.64,-1767.436,Baso,-1.0
73796,-36.974,613.794,Undifferentiated,9064.0
73797,-608.118,-478.276,Undifferentiated,-1.0
73798,494.721,-1248.77,Neutrophil,44668.0
73799,-1517.017,596.312,Meg,-1.0
73800,547.745,183.893,Undifferentiated,-1.0
73801,-107.827,883.571,Undifferentiated,5352.0
73802,2801.312,238.002,Monocyte,-1.0
73803,1481.49,-2155.27,Neutrophil,51080.0
73804,91.671,442.769,Undifferentiated,11716.0
73806,887.558,-1823.81,Neutrophil,44369.0
73807,1694.541,-323.412,Monocyte,-1.0
73808,2259.715,13.604,Monocyte,-1.0
73809,156.114,-474.482,Undifferentiated,32238.0
73810,378.732,-697.197,Undifferentiated,38786.0
73811,1631.298,-2227.718,Neutrophil,51704.0
73812,-1077.277,-1579.481,Baso,-1.0
73813,439.29,-1161.509,Neutrophil,42473.0
73817,533.796,-488.125,Undifferentiated,32835.0
