,SPRING1,SPRING2,type,Neutrophil PT
126158,35.516,167.302,Undifferentiated,18320.0
126161,1454.561,-2188.232,Neutrophil,50592.0
126162,2351.797,-354.442,Monocyte,-1.0
126163,-1073.144,-1455.662,Baso,-1.0
126164,570.094,-1289.957,Neutrophil,44097.0
126170,439.103,-82.181,Undifferentiated,22733.0
126171,421.866,4.846,Undifferentiated,22391.0
126172,388.563,-825.464,Undifferentiated,35151.0
126173,-932.569,-927.58,Baso,-1.0
126174,273.451,-407.019,Undifferentiated,32550.0
126175,2687.62,-45.656,Monocyte,-1.0
126177,18.409,437.697,Undifferentiated,63.0
126178,995.773,-1932.339,Neutrophil,47889.0
126179,2230.5,-207.807,Monocyte,-1.0
126180,78.335,124.257,Undifferentiated,20177.0
126182,215.502,-134.726,Undifferentiated,27065.0
126183,-904.142,-246.519,Undifferentiated,-1.0
126184,2732.168,210.888,Monocyte,-1.0
126186,2025.783,38.541,Monocyte,-1.0
126190,360.633,-291.062,Undifferentiated,25124.0
126193,813.612,-1779.0,Neutrophil,45597.0
126194,1985.174,-280.952,Monocyte,-1.0
126195,-1090.672,-1634.374,Baso,-1.0
126197,2945.293,305.938,Monocyte,-1.0
126198,360.983,-699.385,Undifferentiated,35404.0
126199,636.677,291.412,Undifferentiated,-1.0
126202,2931.206,333.465,Monocyte,-1.0
126203,1121.139,-2058.406,Neutrophil,48605.0
126204,2009.983,-190.628,Monocyte,-1.0
126205,-483.694,-156.075,Undifferentiated,-1.0
126206,111.426,-318.757,Undifferentiated,26953.0
126208,-231.068,893.878,Undifferentiated,6076.0
126209,711.425,-1550.193,Neutrophil,44615.0
126210,256.867,2.01,Undifferentiated,23875.0
126214,512.227,-36.21,Undifferentiated,21464.0
126216,-128.579,781.623,Undifferentiated,5636.0
126217,-52.879,627.463,Undifferentiated,9939.0
126218,-134.117,822.768,Undifferentiated,5952.0
126219,-792.896,271.0,Undifferentiated,-1.0
126220,-818.035,-603.26,Undifferentiated,-1.0
126221,2638.991,252.638,Monocyte,-1.0
126222,145.086,395.044,Undifferentiated,16667.0
126223,-1044.433,-1481.82,Baso,-1.0
126224,1022.436,-1941.88,Neutrophil,48124.0
126225,433.394,-10.27,Undifferentiated,20887.0
126228,540.727,-1222.133,Neutrophil,36755.0
126230,421.867,-392.672,Undifferentiated,31569.0
126231,452.131,-116.42,Undifferentiated,21693.0
126232,618.549,-1366.88,Neutrophil,42127.0
126233,13.835,570.876,Undifferentiated,10735.0
126234,-661.555,-349.578,Undifferentiated,-1.0
126235,298.772,-394.42,Undifferentiated,29594.0
126236,-608.582,36.721,Undifferentiated,-1.0
126237,414.687,-351.486,Undifferentiated,23203.0
126238,2093.816,-246.335,Monocyte,-1.0
126239,1107.918,-2006.658,Neutrophil,47759.0
126243,1830.755,-2133.935,Neutrophil,53434.0
126247,511.256,-207.76,Undifferentiated,25923.0
126250,448.113,30.136,Undifferentiated,19866.0
126251,405.442,-494.967,Undifferentiated,27795.0
126252,-755.638,-569.307,Undifferentiated,-1.0
126253,-154.475,-43.492,Undifferentiated,-1.0
126255,2537.987,-82.059,Monocyte,-1.0
126256,2247.051,-382.521,Monocyte,-1.0
126257,-47.043,503.399,Undifferentiated,15952.0
126258,-1062.819,-104.292,Undifferentiated,-1.0
126259,-911.468,-737.827,Baso,-1.0
126261,2400.298,-1198.886,Undifferentiated,-1.0
126263,591.377,-402.089,Undifferentiated,21523.0
126265,544.981,-940.258,Neutrophil,40260.0
126271,390.643,191.071,Undifferentiated,17990.0
126272,1909.13,-316.066,Monocyte,-1.0
126273,1585.411,-2091.405,Neutrophil,50611.0
126274,-914.923,-855.955,Baso,-1.0
126275,2826.593,355.369,Monocyte,-1.0
126278,1310.885,-634.691,Undifferentiated,-1.0
126279,1859.513,-301.596,Monocyte,-1.0
126280,2594.605,-527.286,Undifferentiated,-1.0
126282,467.622,-1084.804,Neutrophil,37248.0
126283,-838.784,-479.14,Undifferentiated,-1.0
126285,2592.603,-269.911,Monocyte,-1.0
126286,-1103.436,-1769.953,Baso,-1.0
126290,531.768,-449.641,Undifferentiated,27605.0
126291,918.331,-203.285,Undifferentiated,-1.0
126292,544.085,-461.883,Undifferentiated,28108.0
126293,1613.42,-185.678,Monocyte,-1.0
126294,513.766,-479.602,Undifferentiated,29619.0
126295,349.339,-71.465,Undifferentiated,19933.0
126296,546.93,-1256.791,Neutrophil,41436.0
126297,169.654,-529.968,Undifferentiated,-1.0
126298,2373.734,-161.56,Monocyte,-1.0
126300,1395.658,-304.222,Monocyte,-1.0
126301,745.916,-1628.738,Neutrophil,44741.0
126302,1313.891,-2128.307,Neutrophil,50138.0
126303,2933.996,389.496,Monocyte,-1.0
126304,1159.954,-144.051,Undifferentiated,-1.0
126307,732.951,1557.984,Undifferentiated,-1.0
126308,76.646,510.541,Undifferentiated,6664.0
126311,478.493,-1104.468,Neutrophil,41120.0
126312,543.814,-449.832,Undifferentiated,31666.0
126313,969.479,-46.79,Undifferentiated,-1.0
126314,-1090.785,-1620.82,Baso,-1.0
126315,383.81,-470.141,Undifferentiated,30237.0
126316,11.976,769.321,Undifferentiated,7236.0
126318,494.848,-512.643,Undifferentiated,33527.0
126319,-1573.402,594.372,Meg,-1.0
126321,-133.998,805.311,Undifferentiated,7188.0
126322,2701.61,191.868,Monocyte,-1.0
126324,-1041.837,-1937.047,Baso,-1.0
126325,-991.523,-1202.272,Baso,-1.0
126327,463.205,243.563,Undifferentiated,-1.0
126330,-1088.943,-1933.473,Baso,-1.0
126332,-1035.534,-1171.146,Baso,-1.0
126333,248.593,326.134,Undifferentiated,13493.0
126334,228.718,-211.605,Undifferentiated,28032.0
126335,2141.938,-393.09,Monocyte,-1.0
126336,2414.173,65.594,Monocyte,-1.0
126337,232.355,-617.073,Undifferentiated,34197.0
126338,442.55,-491.186,Undifferentiated,25504.0
126339,1598.648,-2032.211,Neutrophil,50351.0
126340,2236.982,-284.474,Monocyte,-1.0
126342,2161.098,-112.877,Monocyte,-1.0
126345,1959.398,-356.372,Monocyte,-1.0
126346,2562.651,-52.039,Monocyte,-1.0
126347,2679.234,14.974,Monocyte,-1.0
126348,2587.733,-580.241,Undifferentiated,-1.0
126352,710.442,-975.331,Neutrophil,40563.0
126354,311.799,-157.383,Undifferentiated,28654.0
126355,187.725,301.539,Undifferentiated,14255.0
126356,2784.985,284.207,Monocyte,-1.0
126357,93.051,11.326,Undifferentiated,24934.0
126359,2571.223,-89.971,Monocyte,-1.0
126360,369.704,-719.773,Undifferentiated,37706.0
126361,2107.998,-214.752,Monocyte,-1.0
126362,-664.809,287.839,Undifferentiated,-1.0
126363,2824.825,0.213,Monocyte,-1.0
126364,-215.683,850.757,Undifferentiated,5436.0
126366,2478.369,151.318,Monocyte,-1.0
126367,-1077.998,-1906.762,Baso,-1.0
126372,122.827,-46.099,Undifferentiated,25998.0
126374,266.368,-762.994,Undifferentiated,36015.0
126375,1492.719,-392.657,Monocyte,-1.0
126377,257.276,-483.159,Undifferentiated,33441.0
126378,278.315,188.791,Undifferentiated,20426.0
126381,904.037,-151.555,Undifferentiated,-1.0
126382,1454.878,-275.845,Monocyte,-1.0
126383,571.654,-649.852,Undifferentiated,34487.0
126386,1818.454,-2037.195,Neutrophil,52564.0
126387,2026.549,-242.809,Monocyte,-1.0
126393,989.111,-26.155,Undifferentiated,-1.0
126394,315.308,-227.502,Undifferentiated,30795.0
126395,-50.272,636.324,Undifferentiated,8493.0
126396,1982.855,-315.588,Monocyte,-1.0
126397,2155.634,-195.396,Monocyte,-1.0
126398,-150.698,304.24,Undifferentiated,-1.0
126399,1588.95,-213.503,Monocyte,-1.0
126400,673.412,-1027.347,Neutrophil,40480.0
126401,1876.061,-351.281,Monocyte,-1.0
126402,1084.008,-2048.697,Neutrophil,47992.0
126403,2698.25,248.85,Monocyte,-1.0
126404,443.749,-32.11,Undifferentiated,19482.0
126408,-111.807,726.494,Undifferentiated,9038.0
126409,2805.657,-75.532,Monocyte,-1.0
126414,1576.221,-404.845,Monocyte,-1.0
126416,141.962,-66.527,Undifferentiated,26498.0
126417,-1029.915,-1723.337,Baso,-1.0
126419,60.013,126.62,Undifferentiated,26003.0
126420,607.194,19.188,Undifferentiated,-1.0
126421,-739.942,304.383,Undifferentiated,-1.0
126422,1284.5,-416.379,Undifferentiated,-1.0
126423,-317.128,535.042,Undifferentiated,-1.0
126426,2848.423,350.278,Monocyte,-1.0
126427,197.379,-537.64,Undifferentiated,32095.0
126432,1871.383,-336.465,Monocyte,-1.0
126433,352.382,119.901,Undifferentiated,20215.0
126434,452.985,1.007,Undifferentiated,19680.0
126435,551.927,-125.952,Undifferentiated,-1.0
126436,1222.618,-106.803,Undifferentiated,-1.0
126437,470.364,-523.312,Undifferentiated,36286.0
126438,289.729,127.738,Undifferentiated,20947.0
126439,2159.182,-206.878,Monocyte,-1.0
126440,485.61,-907.081,Undifferentiated,39447.0
126441,3011.658,458.61,Monocyte,-1.0
126442,-1075.03,130.345,Undifferentiated,-1.0
126443,-249.129,118.934,Undifferentiated,-1.0
126444,2165.886,-200.655,Monocyte,-1.0
126445,-293.214,595.658,Undifferentiated,-1.0
126446,779.542,1500.074,Lymphoid,-1.0
126447,2673.397,-46.378,Monocyte,-1.0
126450,316.766,-633.946,Undifferentiated,38513.0
126451,445.24,-647.418,Undifferentiated,33688.0
126452,2094.543,-224.541,Monocyte,-1.0
126453,174.605,92.477,Undifferentiated,19393.0
126454,-444.207,-25.375,Undifferentiated,-1.0
126455,473.763,-792.361,Undifferentiated,33780.0
126456,-855.072,-2077.367,Baso,-1.0
126457,1529.738,-230.254,Monocyte,-1.0
126459,109.373,-67.853,Undifferentiated,21959.0
126460,2033.592,-224.497,Monocyte,-1.0
126461,-880.103,-1878.291,Baso,-1.0
126462,1568.83,-133.302,Monocyte,-1.0
126465,2378.879,-140.556,Monocyte,-1.0
126469,531.106,-815.877,Undifferentiated,37993.0
126470,-173.849,-112.946,Undifferentiated,-1.0
126471,705.017,-1554.861,Neutrophil,46151.0
126473,2801.47,203.597,Monocyte,-1.0
126475,277.139,-505.593,Undifferentiated,32811.0
126477,-1058.064,-1834.84,Baso,-1.0
126478,206.064,-162.668,Undifferentiated,28665.0
126479,2747.37,297.474,Monocyte,-1.0
126480,1996.47,-141.748,Monocyte,-1.0
126481,2119.431,-385.544,Monocyte,-1.0
126483,-90.642,683.467,Undifferentiated,7379.0
126485,2490.721,7.846,Monocyte,-1.0
126488,488.632,-115.287,Undifferentiated,27948.0
126489,491.281,-270.82,Undifferentiated,27443.0
126490,1429.204,-265.286,Monocyte,-1.0
126491,516.841,-388.021,Undifferentiated,31158.0
126493,1255.518,-346.682,Undifferentiated,-1.0
126494,1053.725,-1962.704,Neutrophil,48394.0
126495,1336.305,-272.01,Undifferentiated,-1.0
126497,2605.367,-41.918,Monocyte,-1.0
126499,-1037.706,455.71,Undifferentiated,-1.0
126500,-1114.723,511.306,Undifferentiated,-1.0
126501,-167.849,835.009,Undifferentiated,4137.0
126502,870.479,-146.922,Undifferentiated,-1.0
126503,626.294,-1459.407,Neutrophil,42276.0
126505,924.9,1553.464,Lymphoid,-1.0
126506,288.313,225.351,Undifferentiated,21279.0
126508,78.895,21.987,Undifferentiated,24188.0
126511,554.393,-546.54,Undifferentiated,31990.0
126512,-1139.732,-557.566,Undifferentiated,-1.0
126513,26.944,612.432,Undifferentiated,11065.0
126514,557.433,-1309.983,Neutrophil,43649.0
126515,-1062.424,-1795.341,Baso,-1.0
126518,-1042.56,148.574,Undifferentiated,-1.0
126520,1202.173,-1939.841,Neutrophil,47733.0
126521,-94.604,780.698,Undifferentiated,2825.0
126524,583.313,-1227.299,Neutrophil,39091.0
126528,123.277,-49.417,Undifferentiated,25666.0
126529,535.145,-782.39,Undifferentiated,36863.0
126530,548.878,-865.379,Undifferentiated,38035.0
126531,1952.867,-325.685,Monocyte,-1.0
126532,48.749,348.131,Undifferentiated,14925.0
126534,541.219,-581.161,Undifferentiated,39814.0
126536,-1060.932,-1601.164,Baso,-1.0
126538,408.516,-976.858,Neutrophil,35588.0
126539,-1021.492,-1031.976,Baso,-1.0
126540,2432.759,192.769,Monocyte,-1.0
126541,2357.339,-403.608,Monocyte,-1.0
126543,2551.723,77.167,Monocyte,-1.0
126545,523.288,-1187.705,Neutrophil,42216.0
126547,-33.4,632.814,Undifferentiated,9783.0
126549,-1073.017,-1763.617,Baso,-1.0
126550,391.459,-80.613,Undifferentiated,21635.0
126551,-250.11,944.746,Undifferentiated,2297.0
126552,1709.675,-902.71,Undifferentiated,-1.0
126553,405.27,-808.477,Undifferentiated,38438.0
126554,2632.713,183.733,Monocyte,-1.0
126555,-203.462,909.669,Undifferentiated,3848.0
126556,1655.738,-2091.629,Neutrophil,52412.0
126558,-1077.472,-1737.794,Baso,-1.0
126559,-1114.098,-1703.796,Baso,-1.0
126562,374.688,-725.44,Undifferentiated,36655.0
126563,391.275,-954.409,Neutrophil,36380.0
126564,302.451,-720.261,Undifferentiated,38015.0
126565,3020.579,515.648,Monocyte,-1.0
126566,-640.805,-368.372,Undifferentiated,-1.0
126567,-1006.81,-1152.674,Baso,-1.0
126568,1360.058,-142.242,Undifferentiated,-1.0
126569,1686.545,46.891,Monocyte,-1.0
126570,2534.147,-243.558,Monocyte,-1.0
126571,2240.198,-164.88,Monocyte,-1.0
126572,-237.062,932.008,Undifferentiated,3446.0
126575,-1076.71,-1922.098,Baso,-1.0
126576,1424.157,-98.438,Undifferentiated,-1.0
126577,2827.657,5.395,Monocyte,-1.0
126579,465.408,-48.514,Undifferentiated,22282.0
126580,651.596,-794.18,Undifferentiated,38797.0
126581,491.86,-499.684,Undifferentiated,34007.0
126582,1406.004,-247.552,Monocyte,-1.0
126584,836.394,-1804.723,Neutrophil,45106.0
126585,-1093.6,-1730.554,Baso,-1.0
126586,580.916,-608.706,Undifferentiated,30650.0
126587,2637.109,119.112,Monocyte,-1.0
126591,522.711,-1150.127,Neutrophil,41058.0
126592,2584.643,-479.911,Undifferentiated,-1.0
126593,2745.364,255.227,Monocyte,-1.0
126600,430.091,-1138.014,Neutrophil,41111.0
126602,419.893,-133.825,Undifferentiated,24440.0
126603,-916.206,490.061,Undifferentiated,-1.0
126604,-953.56,-937.964,Baso,-1.0
126605,447.202,45.288,Undifferentiated,22178.0
126606,514.466,-1001.637,Neutrophil,35640.0
126607,254.678,684.425,Undifferentiated,10379.0
126608,2503.56,23.062,Monocyte,-1.0
126609,2481.608,-69.938,Monocyte,-1.0
126610,101.756,495.801,Undifferentiated,10559.0
126612,-775.644,395.367,Undifferentiated,-1.0
126613,315.953,-142.15,Undifferentiated,26553.0
126614,-552.481,677.603,Undifferentiated,-1.0
126617,1163.974,-241.089,Undifferentiated,-1.0
126618,-825.562,-648.042,Undifferentiated,-1.0
126619,2980.176,695.259,Monocyte,-1.0
126620,572.535,-504.653,Undifferentiated,36057.0
126621,-173.706,847.389,Undifferentiated,3828.0
126622,497.666,-655.087,Undifferentiated,36656.0
126624,3000.308,627.78,Monocyte,-1.0
126625,2483.128,-143.806,Monocyte,-1.0
126626,-937.246,-2089.925,Baso,-1.0
126627,2649.562,49.984,Monocyte,-1.0
126628,-123.406,754.72,Undifferentiated,5160.0
126629,-957.297,208.062,Undifferentiated,-1.0
126630,-176.807,985.473,Undifferentiated,2045.0
126631,379.802,-1053.924,Neutrophil,41754.0
126634,2531.839,-94.016,Monocyte,-1.0
126635,2635.413,-4.166,Monocyte,-1.0
126641,466.822,-544.818,Undifferentiated,33401.0
126642,532.048,-645.196,Undifferentiated,37913.0
126645,490.84,-420.887,Undifferentiated,30285.0
126646,2881.24,244.121,Monocyte,-1.0
126647,1103.111,44.149,Undifferentiated,-1.0
126648,-1196.843,515.194,Undifferentiated,-1.0
126649,-47.817,581.008,Undifferentiated,11561.0
126650,2112.321,-368.606,Monocyte,-1.0
126652,2004.983,-200.748,Monocyte,-1.0
126654,-1056.178,-1279.694,Baso,-1.0
126655,1059.238,-1950.746,Neutrophil,47526.0
126657,664.999,-1427.002,Neutrophil,44149.0
126658,382.51,-999.883,Neutrophil,44105.0
126663,110.184,-120.295,Undifferentiated,27255.0
126664,586.332,-593.929,Undifferentiated,31355.0
126665,43.152,628.287,Undifferentiated,9050.0
126666,-173.719,782.011,Undifferentiated,4979.0
126667,1514.416,-369.253,Monocyte,-1.0
126668,1281.12,-247.807,Undifferentiated,-1.0
126669,1456.495,-162.462,Monocyte,-1.0
126670,135.052,462.51,Undifferentiated,11273.0
126673,2008.332,-127.477,Monocyte,-1.0
126674,2605.855,-169.564,Monocyte,-1.0
126675,202.699,442.427,Undifferentiated,13788.0
126677,-750.165,240.795,Undifferentiated,-1.0
126678,-1057.137,-1907.73,Baso,-1.0
126680,862.398,3.939,Undifferentiated,-1.0
126682,-1035.24,-1968.14,Baso,-1.0
126683,458.153,-777.371,Undifferentiated,34797.0
126685,680.025,-174.542,Undifferentiated,-1.0
126686,-592.874,-318.223,Undifferentiated,-1.0
126687,415.732,215.052,Undifferentiated,18512.0
126689,1180.995,-2092.935,Neutrophil,49135.0
126690,-1784.243,-958.08,Mast,-1.0
126691,2731.109,-75.024,Monocyte,-1.0
126693,340.38,268.441,Undifferentiated,16785.0
126694,784.174,-1573.226,Neutrophil,43634.0
126695,-1071.151,-1234.572,Baso,-1.0
126697,2837.826,-118.209,Monocyte,-1.0
126699,277.372,-587.497,Undifferentiated,30693.0
126701,576.349,-577.572,Undifferentiated,28402.0
126703,545.45,-762.773,Undifferentiated,36738.0
126704,454.626,-417.626,Undifferentiated,26008.0
126705,494.21,198.178,Undifferentiated,-1.0
126707,-188.79,808.453,Undifferentiated,4471.0
126710,699.454,-518.284,Undifferentiated,33391.0
126711,446.966,-1092.25,Neutrophil,40724.0
126712,-979.773,-811.911,Baso,-1.0
126713,-970.29,-1962.816,Baso,-1.0
126714,-937.861,358.71,Undifferentiated,-1.0
126715,403.551,-94.266,Undifferentiated,24365.0
126716,-11.588,406.375,Undifferentiated,17325.0
126718,-971.22,-840.465,Baso,-1.0
126719,2412.599,-97.234,Monocyte,-1.0
126721,2823.871,352.894,Monocyte,-1.0
126722,256.229,-536.018,Undifferentiated,33461.0
126726,165.567,288.593,Undifferentiated,16356.0
126727,278.388,224.792,Undifferentiated,15357.0
126728,510.786,-623.79,Undifferentiated,32366.0
126729,445.612,-964.292,Neutrophil,38678.0
126730,439.176,995.22,Undifferentiated,-1.0
126731,1756.793,-344.354,Monocyte,-1.0
126732,1302.094,-153.317,Undifferentiated,-1.0
126733,-1059.246,-270.907,Undifferentiated,-1.0
126734,650.243,-1358.597,Neutrophil,42166.0
126735,2624.374,-252.459,Monocyte,-1.0
126736,162.614,398.022,Undifferentiated,14792.0
126738,-230.45,775.968,Undifferentiated,4439.0
126740,152.939,365.401,Undifferentiated,14187.0
126741,449.335,-378.509,Undifferentiated,30993.0
126743,2328.496,62.379,Monocyte,-1.0
126746,-983.875,-1073.875,Baso,-1.0
126747,635.181,-852.586,Undifferentiated,37616.0
126749,-1058.178,-1254.747,Baso,-1.0
126750,491.519,-1172.837,Neutrophil,40616.0
126751,993.225,-412.182,Undifferentiated,-1.0
126752,758.985,-1705.074,Neutrophil,45215.0
126754,2945.354,402.359,Monocyte,-1.0
126755,2547.728,-117.269,Monocyte,-1.0
126756,1198.842,-123.474,Undifferentiated,-1.0
126757,-920.981,-651.711,Undifferentiated,-1.0
126758,1263.205,-133.071,Undifferentiated,-1.0
126759,2251.677,-170.487,Monocyte,-1.0
126767,597.571,30.161,Undifferentiated,-1.0
126768,544.046,-593.69,Undifferentiated,31444.0
126769,1236.926,-230.241,Undifferentiated,-1.0
126770,-1092.109,-1759.973,Baso,-1.0
126771,259.418,-349.755,Undifferentiated,33651.0
126772,703.898,-1539.033,Neutrophil,43980.0
126773,-1004.019,-1871.145,Baso,-1.0
126774,2403.634,-279.755,Monocyte,-1.0
126775,321.949,-29.73,Undifferentiated,18539.0
126777,2311.547,-304.267,Monocyte,-1.0
126778,664.085,-64.377,Undifferentiated,-1.0
126780,1724.888,-287.85,Monocyte,-1.0
126781,-8.398,170.021,Undifferentiated,24046.0
126784,200.802,-499.185,Undifferentiated,33636.0
126785,553.282,-636.463,Undifferentiated,33967.0
126786,-821.14,-625.508,Baso,-1.0
126789,-657.882,355.344,Undifferentiated,-1.0
126790,-161.166,791.433,Undifferentiated,4062.0
126791,533.885,-667.998,Undifferentiated,31738.0
126792,-1042.412,-961.142,Baso,-1.0
126793,2384.394,-302.761,Monocyte,-1.0
126795,1448.882,-316.294,Monocyte,-1.0
126796,-647.671,120.429,Undifferentiated,-1.0
126797,2084.854,-224.408,Monocyte,-1.0
126801,-1089.387,-1512.037,Baso,-1.0
126803,423.622,66.86,Undifferentiated,19682.0
126805,-1361.242,-640.357,Mast,-1.0
126807,875.535,-1693.324,Neutrophil,45423.0
126808,455.32,-63.721,Undifferentiated,23163.0
126809,484.612,-627.912,Undifferentiated,30519.0
126810,610.711,-1411.515,Neutrophil,43688.0
126811,-845.988,384.709,Undifferentiated,-1.0
126812,2694.675,119.129,Monocyte,-1.0
126816,2305.878,-155.584,Monocyte,-1.0
126817,837.842,12.299,Undifferentiated,-1.0
126820,2928.645,241.091,Monocyte,-1.0
126822,550.961,-1173.881,Neutrophil,43104.0
126824,1414.15,-309.286,Monocyte,-1.0
126825,388.682,-482.001,Undifferentiated,28454.0
126826,1166.581,-2038.028,Neutrophil,48074.0
126828,2869.183,407.439,Monocyte,-1.0
126830,653.609,14.767,Undifferentiated,-1.0
126831,-489.102,-312.675,Undifferentiated,-1.0
126834,499.999,-68.474,Undifferentiated,26327.0
126835,690.715,-1360.683,Neutrophil,40591.0
126836,2584.173,-505.409,Undifferentiated,-1.0
126837,372.801,471.354,Undifferentiated,15589.0
126839,2588.142,-266.592,Monocyte,-1.0
126843,448.799,-724.775,Undifferentiated,37666.0
126844,1899.37,-264.221,Monocyte,-1.0
126845,630.546,-6.094,Undifferentiated,-1.0
126849,-1103.744,473.307,Undifferentiated,-1.0
126850,2605.046,-25.389,Monocyte,-1.0
126851,475.142,-151.571,Undifferentiated,30168.0
126852,523.573,-448.499,Undifferentiated,37168.0
126853,109.93,209.008,Undifferentiated,17524.0
126854,-896.495,-763.328,Baso,-1.0
126855,2945.469,137.551,Monocyte,-1.0
126856,1866.119,-346.943,Monocyte,-1.0
126857,2454.233,-110.621,Monocyte,-1.0
126858,2417.076,-234.96,Monocyte,-1.0
126859,223.972,15.94,Undifferentiated,21369.0
126860,2410.678,-257.328,Monocyte,-1.0
126861,-1395.498,-684.056,Mast,-1.0
126862,-397.592,306.996,Undifferentiated,-1.0
