,SPRING1,SPRING2,Neutrophil PT,pMI,smooth pMI
107666,198.693,63.969,20124.0,1.0308051550765156,0.4367879832128305
89909,22.049,99.272,20136.0,0.5085710633538941,0.43425644952184994
13106,292.284,-14.549,20164.0,0.2313541015945348,0.4324066826806692
51132,346.175,311.838,20192.0,0.33295267423459507,0.4276718688773415
92717,103.117,189.709,20220.0,0.4869608406335087,0.4315031206006724
99288,18.067,156.282,20245.0,0.5256975977391118,0.42864394655631827
15655,184.538,256.228,20276.0,-0.06967031502528784,0.42017443377463287
12805,236.451,157.733,20288.0,-0.04289961205149194,0.41508403454396364
105558,287.789,164.94,20294.0,0.5945852895112077,0.4171447643254325
87932,379.119,197.038,20316.0,0.03401086183773826,0.4122295353766707
16255,414.93,5.392,20317.0,0.5230286239825352,0.4060251486688889
83318,354.925,114.393,20327.0,0.6477953886675717,0.40786347914381627
48773,132.438,41.449,20342.0,0.7929570076095401,0.4114775942077112
21657,409.652,138.242,20345.0,0.558194926361455,0.4167496662020582
102187,344.504,379.864,20358.0,0.44895433548904473,0.4195203400976576
88438,380.736,181.547,20359.0,0.10638491354881023,0.4168433514704517
83885,404.796,362.664,20456.0,0.40782190131852547,0.41985096491960944
82265,356.059,239.801,20493.0,0.7059215144887593,0.4231171361352578
95816,146.116,318.072,20505.0,0.7898066138875446,0.432055249836985
100175,51.149,194.594,20573.0,0.5645767845945364,0.43339338376317604
23858,308.089,33.107,20585.0,0.3644570950880396,0.4318194366255686
105301,450.851,135.48,20602.0,-0.014826996499616362,0.42866800929886684
92508,362.432,76.084,20626.0,0.3157688102757209,0.425240852779711
90212,289.35,234.212,20629.0,0.19939877358327215,0.42003577578283907
91360,410.321,159.958,20652.0,0.3245718381902144,0.4166187430683731
92317,357.1,192.607,20657.0,0.1863167026708879,0.4134536815019707
90578,324.12,99.385,20671.0,1.2200803507636064,0.42379600681875845
50281,183.257,747.033,20722.0,0.39989536644403456,0.42159340955423835
93419,268.523,47.799,20766.0,0.46727770276289843,0.42061326965072626
82960,262.112,52.644,20770.0,0.27874433662342507,0.41830623601033523
86505,467.124,21.7,20775.0,0.4363187548158157,0.41153476180355525
82174,18.745,283.329,20792.0,0.8264724003091143,0.4195463808801138
111075,318.631,228.184,20819.0,0.3019329030069301,0.4185461299569072
105718,213.966,91.496,20843.0,0.7410924218112592,0.421040528635132
103508,366.88,-39.054,20855.0,0.47379968374198944,0.4252502109584031
59208,332.991,200.87,20860.0,1.0142623611507873,0.423894961819324
90977,208.227,159.087,20919.0,0.9522035101288854,0.42914716017219495
91452,49.182,92.902,20960.0,-0.0026634741841565336,0.42622695219598944
24298,460.068,-61.48,21007.0,-0.028376677216376933,0.42077884234644947
89718,148.13,-1.769,21011.0,0.40986847890838635,0.4221110373886215
85655,295.355,284.255,21040.0,0.6545651555345853,0.42098284474050174
101290,303.476,310.39,21043.0,0.29709184276672584,0.4257359346866393
85612,392.988,44.25,21103.0,0.10722237072363025,0.42415264343084386
86111,173.697,163.398,21174.0,0.4127494623600582,0.4231700230435516
100575,137.112,302.077,21216.0,0.43047895698142896,0.42092408705824025
95286,317.503,82.318,21243.0,0.20691690063790857,0.41382703947297544
85891,119.552,172.172,21302.0,0.8111841185529907,0.4143536525282326
102595,76.299,199.02,21319.0,0.42480716572432725,0.415565342637273
110524,180.62,158.624,21340.0,0.749033495012925,0.4171464863688838
99436,81.772,172.377,21356.0,0.5731131163149451,0.4183503813594383
84234,243.311,167.637,21366.0,0.28228292545704603,0.41771798203246346
58399,195.373,162.755,21371.0,0.8169593555453407,0.42168679994383385
94597,114.8,61.952,21383.0,0.6198869175903113,0.4238161266265672
108390,132.886,-56.888,21396.0,0.5811160219900531,0.4256541585952801
28159,304.484,38.637,21407.0,-0.010470454899639528,0.4181448633140642
13526,198.099,44.504,21438.0,0.6584357874374567,0.4171173844162815
82730,208.93,158.063,21439.0,0.4492796740697772,0.41779884886567337
89480,460.388,-9.638,21457.0,-0.2915873204752649,0.4061738457444804
104384,341.185,305.777,21487.0,0.5908771881311576,0.4078051477849579
99266,336.214,-362.392,21489.0,0.3940430321950844,0.4159281227783908
86095,412.718,67.385,21499.0,0.6018179150364783,0.42124713766625843
15394,187.779,25.951,21501.0,0.1955206510841376,0.42017600191085563
24616,417.252,-55.149,21560.0,0.6793909365425079,0.42073111756131465
84975,172.992,-11.689,21572.0,0.8371705802463778,0.42606681057126616
96588,371.271,135.979,21585.0,0.32346073204178294,0.4272047072527912
85273,84.999,210.03,21636.0,0.6197795460303561,0.42934966999235696
107057,258.383,29.185,21648.0,0.7144038429104707,0.43144627063182756
94958,253.768,-92.775,21655.0,0.5076894267581296,0.4422232975648155
10954,328.827,-33.079,21680.0,0.7197416086771753,0.44097092173546876
97612,205.069,-2.397,21731.0,0.05035000733421122,0.438263049534047
98163,445.515,-22.976,21746.0,-0.399626387163733,0.4355577273240655
107346,3.112,527.348,21793.0,0.15513802818961606,0.434858889844631
84597,497.227,-54.172,21799.0,0.1827549651413931,0.4345677931803225
111341,456.828,-74.486,21806.0,0.4962655103262059,0.4321768798396425
96282,266.162,48.803,21808.0,0.0783117059040597,0.42657900206125177
21638,250.284,-19.721,21819.0,0.30217525573953524,0.42463067718050823
23708,457.395,-8.875,21921.0,0.2551458470053927,0.42171306843679995
108795,194.53,-103.612,21926.0,0.1755272619337096,0.4186218971345351
97746,280.612,18.758,21930.0,0.41795946462416234,0.4173564327595352
103411,144.008,-103.161,21938.0,-0.11465751167706148,0.4091298233306627
24368,337.045,74.665,21961.0,-0.002400058164360891,0.40099193430545843
86269,58.093,-60.117,22001.0,0.5255595193530538,0.4010544398546107
84957,-21.251,543.255,22034.0,1.2176305001395098,0.4125467383787336
98494,236.031,4.06,22038.0,0.6425067414401862,0.41362707016334865
97457,-20.976,93.38,22077.0,0.2034336749546215,0.4086968573715115
110682,57.476,362.613,22111.0,0.1733493557874346,0.40787100181471947
82600,135.557,32.615,22132.0,0.4852503184246693,0.41160722812828415
87292,363.394,75.965,22215.0,0.4896489214691896,0.4195221701198467
96694,89.207,48.019,22239.0,0.5445931421344841,0.4218031626586854
95374,83.859,18.702,22277.0,0.6318834496159653,0.4218254935747944
95169,454.826,-3.937,22280.0,0.3177119295478958,0.4126379058701909
83728,361.394,84.016,22285.0,0.28409615001472754,0.4126909929968972
99890,464.365,-73.228,22324.0,0.734871367538537,0.41341482270683355
24527,468.198,-134.11,22355.0,0.16127431494164995,0.41268066435898554
97696,359.062,-96.636,22381.0,0.4768261853423169,0.41435413797433207
16990,112.851,178.908,22505.0,0.15699142471186378,0.4136129910743459
21154,317.764,7.279,22507.0,0.39320237202586905,0.4133989894589998
95412,362.985,372.891,22570.0,0.4421225770574571,0.4219116358810951
102906,309.365,153.44,22580.0,0.3459822699084705,0.4244044561100511
92570,202.787,106.819,22594.0,0.7231952981746728,0.42548438561981733
96245,92.084,70.315,22595.0,0.49775703775806984,0.4201539044466329
27722,398.641,-30.961,22605.0,0.4389594650043886,0.41945778846313786
103481,-45.764,362.934,22613.0,0.037374002992129916,0.4175179874771138
98619,251.247,-94.492,22744.0,0.5600387205902684,0.41978884794067056
104315,255.899,-39.983,22745.0,0.9001850663708961,0.4239210901980444
23057,233.092,111.791,22750.0,0.9328387705804608,0.42799250192645794
84967,117.529,123.898,22764.0,0.47367633811010873,0.4334259684578119
52558,93.604,245.639,22768.0,0.16042423280988477,0.4354592069064256
99046,333.681,103.686,22798.0,0.26103322875705737,0.4321236862988841
83222,280.592,-3.228,22832.0,0.35872445726219115,0.4353708222531287
102929,188.699,126.882,22870.0,-0.036974188911381496,0.42977079412418945
28097,490.483,-56.809,22889.0,0.8475991656426004,0.4317688318939398
53185,249.458,233.268,22940.0,-0.1484231073447234,0.4223550307443972
107417,92.323,41.019,22973.0,0.2647771066867214,0.41942085254764977
107930,119.874,114.591,22988.0,0.5408293175245593,0.42033960236800494
107325,422.594,1.575,22993.0,0.5219528875469195,0.42449528210798604
105432,175.037,-59.865,23025.0,0.05693877689127136,0.4209864508637135
90789,222.221,261.513,23045.0,-0.6685096689956929,0.40724213902886897
107097,151.392,0.716,23050.0,0.589505516635259,0.4052391280563461
103844,457.336,84.788,23091.0,0.3961370803364231,0.403554731013765
103763,397.664,86.905,23111.0,0.5643499824188589,0.40555365988707315
89147,148.95,-2.751,23116.0,0.1948247330907877,0.40765017718297725
106963,251.168,46.377,23125.0,0.5040176772140048,0.4095326658523601
88961,463.805,14.64,23128.0,0.7152903448092471,0.41469158156461977
101980,281.717,244.321,23136.0,0.7702918330435681,0.41914878151315327
84053,353.472,17.582,23146.0,0.572432424143134,0.4230099387278758
111507,37.148,-48.186,23160.0,0.07850985128792484,0.41159423373311904
102572,80.02,-216.269,23213.0,0.0990272249578864,0.40858555231825755
102106,199.23,181.564,23218.0,-0.011522372902784229,0.40379755156160063
107608,479.538,-108.32,23250.0,-0.3883740284783955,0.3971263679105824
84127,128.386,29.092,23330.0,0.42441118796674304,0.39700729224209175
19353,534.811,-108.992,23345.0,1.095380751444935,0.39969637575344996
18637,271.5,62.005,23374.0,0.6965164401734817,0.4036422111251155
104622,407.27,23.788,23378.0,-0.1145129625474192,0.3950861572815287
52394,124.24,495.843,23381.0,-0.04276975395501976,0.3899204629045585
28183,574.915,-228.501,23384.0,0.2623713470102758,0.38240155276315346
101396,494.208,-71.469,23394.0,0.26651660254256443,0.3755446836872903
97371,449.532,-137.382,23401.0,0.15214675325929602,0.3770927859617248
92380,184.535,8.178,23423.0,0.31296274996027684,0.38050618023349136
88191,264.091,-64.344,23458.0,0.7038972922651736,0.3834464683670592
85195,250.079,93.509,23462.0,0.27723294673659177,0.37967314627907933
19262,22.328,195.562,23510.0,0.2733840145271337,0.3794360679966834
99867,420.682,-91.167,23519.0,0.6035968670435865,0.3843998129598829
96788,393.506,141.608,23602.0,0.12427320896906072,0.38151505042597295
88010,125.936,2.189,23608.0,0.3951402978625401,0.38116166383478406
85217,-0.811,-7.746,23615.0,0.46194025947208195,0.3837118974231258
88188,405.118,112.435,23617.0,0.3006916853375331,0.3786069730909712
83983,116.232,22.429,23631.0,0.653592057660332,0.38089482201033126
111117,449.725,-78.266,23687.0,0.480470873506067,0.3782091957952627
101009,380.878,-231.34,23739.0,0.6891192107473452,0.3793692567395867
108882,36.467,117.932,23756.0,0.4222528360948029,0.3807689558459642
96698,102.777,-126.241,23758.0,0.283427807415225,0.37543364036466315
98092,209.388,-6.625,23799.0,0.023842203673853413,0.36947319322549854
108214,102.513,-170.224,23813.0,0.350342063991978,0.3671654536455177
88436,175.118,-86.095,23865.0,0.1314722999417383,0.3685848811939315
106412,71.905,-132.61,23893.0,0.5513416792529152,0.3675139401120861
23761,460.098,-164.233,23977.0,0.5304203256892113,0.3683253466282805
82963,434.943,64.996,24035.0,0.7105916787496585,0.3783471366205297
87070,136.137,367.002,24101.0,0.5382869886706716,0.3778212346259248
19799,409.075,-71.297,24138.0,1.1672795078517713,0.38555359938249173
27603,462.794,17.014,24142.0,0.3564391219912972,0.38309981145203986
94557,238.098,26.993,24156.0,-0.673395179107332,0.37441065315012517
10492,574.273,-351.764,24171.0,0.007517453915855954,0.3676919183238587
27492,243.356,93.558,24177.0,0.6458127702455732,0.36577834022385064
90124,418.332,-236.113,24181.0,0.2232386755555058,0.3647761196589879
93820,188.59,-56.013,24202.0,0.6092921361865059,0.36467124556054936
104408,317.311,-23.007,24208.0,0.9157238455155863,0.3666844455866005
99552,100.675,-46.637,24209.0,0.15740394659793328,0.3631815907849986
88970,139.811,-42.456,24217.0,0.4487487659645952,0.3604716623578728
85431,503.773,-177.872,24218.0,0.2952755376396735,0.3629209176609274
90322,218.652,53.27,24236.0,0.5431861704332468,0.3723490432368972
96879,93.106,-86.036,24291.0,0.7971053619544299,0.37876871657454536
102910,402.412,54.969,24310.0,0.8069359352477734,0.3850105262756091
86739,77.577,61.374,24347.0,0.04171553617809796,0.380465026534128
85919,108.041,-134.165,24373.0,0.48217296386296854,0.38450363911371715
87373,184.385,-28.721,24376.0,0.40769317791977766,0.3855588183355195
98322,408.699,-17.892,24389.0,0.27681860429452904,0.38577554590841096
82410,245.423,-195.537,24396.0,0.6829689084928268,0.3908499623740021
18364,-134.96,483.744,24409.0,1.2066660878367717,0.39873702860612814
21460,581.941,-199.172,24431.0,0.7708743133882423,0.40759234685678125
105413,436.881,5.794,24472.0,0.48139857245180434,0.41243033316294286
11729,373.794,-138.772,24474.0,0.834595643971841,0.41552069440913075
98813,284.062,30.513,24502.0,0.41624798043868105,0.4075068692121224
85866,180.677,-100.368,24506.0,0.4237171377152418,0.405318973174873
108560,433.098,-200.546,24524.0,0.38442911642141064,0.40712892758954083
96740,70.062,-68.262,24529.0,0.9368048014074629,0.4147634820457412
97175,439.209,-131.935,24531.0,0.21367057482498755,0.41204768460974445
83200,175.934,-141.272,24625.0,1.255442480989156,0.41970562020494406
91171,161.979,-110.07,24633.0,0.5212657000906784,0.419472345784506
83053,12.724,78.501,24638.0,1.0293843396654039,0.42344735468500033
98046,98.454,88.11,24652.0,0.5803800076136927,0.42607403546565836
94383,452.323,-35.504,24720.0,0.5438212058517765,0.4286712860240289
106786,9.728,-104.661,24727.0,0.6748921132214062,0.4280714934808575
104346,286.763,-37.888,24729.0,0.872346609905744,0.4351822164304984
93959,339.848,106.739,24736.0,0.2669327952201013,0.4330832825292763
106307,119.411,95.513,24756.0,0.44621618811468905,0.43597553016330454
85986,516.716,-323.051,24832.0,0.15312301434956513,0.4335747365865415
98113,111.296,-9.381,24836.0,0.4324673023820007,0.4334781838397869
51368,214.389,71.085,24851.0,0.13379618390993397,0.4313563229798016
96054,95.18,-84.508,24863.0,0.12562272776653646,0.4253805972757202
85770,409.999,-148.944,24869.0,0.22094017626196077,0.4226124286607591
86935,375.388,63.043,24992.0,0.6831450944501849,0.4250542849552171
93414,274.722,-88.712,25019.0,0.11311111598701204,0.4258116560851659
104178,218.424,67.829,25105.0,0.5983991731373844,0.426195260610637
94616,194.968,-27.026,25122.0,0.19162632296164114,0.41910967317654446
108531,216.703,-76.24,25140.0,0.5177717105980875,0.41495900257672075
85353,173.912,-139.215,25153.0,0.7881846774645158,0.4181040859702648
24906,27.651,7.311,25213.0,0.6170137460172584,0.42266998110233867
86411,247.177,45.83,25340.0,0.32091821665900905,0.4232688309813581
11300,642.61,-284.537,25358.0,-0.10009065002110043,0.41868067990852526
99995,193.857,-106.85,25382.0,0.11559344492443133,0.4202063562468833
94105,223.358,2.654,25399.0,0.5538059564650565,0.4172684241551079
94615,296.139,-494.819,25420.0,0.3599327851921813,0.42235198308047694
92632,466.578,-37.426,25534.0,0.29878566046770677,0.4226920686182868
104260,313.702,-288.352,25579.0,0.8534010902399679,0.4258177863454409
106143,277.091,-37.636,25594.0,0.4081097309560131,0.4246793547795318
88844,248.674,-34.474,25606.0,0.7595329272930129,0.43170529628354926
86387,255.697,-498.31,25679.0,0.5271573714736794,0.4436619666882429
91228,146.386,-68.032,25685.0,0.37097403617153113,0.4414766518836057
102301,244.576,-233.682,25697.0,-0.2972588155422678,0.43454269292481873
89958,121.345,-107.961,25737.0,0.5383096601003504,0.4342822897016337
26245,574.61,-270.943,25752.0,0.42504093440895474,0.4365844517148153
107782,294.481,-70.536,25814.0,-0.14515774177084928,0.43009269752496676
109299,248.959,-45.874,25828.0,0.21225695051744475,0.4250623635820488
96539,58.983,-55.631,25849.0,0.5630114025124595,0.42298955927673776
106183,161.461,22.424,25893.0,0.35790150101123275,0.4208442500454187
109309,-221.753,938.797,25902.0,0.5905752578553433,0.4259649041110929
87843,169.377,43.485,25953.0,0.5676168984807306,0.4306508008463213
63683,543.742,-302.339,26004.0,0.3142077233433717,0.4339081018087829
93755,106.493,-119.845,26007.0,0.4038443649939379,0.44183028574350625
110053,359.381,-122.326,26118.0,0.10080038800094311,0.4385941777438482
102533,208.398,122.418,26186.0,0.4173866922112161,0.43181423715151096
110195,396.15,-184.588,26191.0,0.4172687605013438,0.4290217603547896
17965,253.125,-177.934,26243.0,0.15565218241888204,0.4317234118044527
99440,141.333,36.981,26271.0,0.9020767363285861,0.44117187670728875
106730,110.639,-101.879,26297.0,0.5353621649074393,0.44390178488626036
109750,-18.242,-2.831,26362.0,0.06046799928535329,0.44184129885368817
83367,319.98,-121.875,26388.0,0.1190381565809209,0.44151021288690445
95973,444.984,-673.085,26390.0,0.4373383967343134,0.4427539693546448
84720,328.926,-129.144,26462.0,0.5369047844196098,0.4410840442761892
110354,150.022,-246.505,26522.0,0.5569127980145612,0.4438808427889689
83215,224.957,-260.336,26523.0,0.4869829206465373,0.44601683185016294
106929,497.463,-190.166,26541.0,0.5964106386478863,0.44594496956620594
104264,188.891,-225.916,26554.0,0.6488613412001911,0.4511908508885172
109647,145.063,-262.527,26556.0,0.2199097156136383,0.4494385450660282
101924,476.464,-191.394,26587.0,0.3103135417694299,0.4479222778890017
91533,335.815,380.546,26591.0,0.357296224267816,0.4484883232783045
23427,486.613,-331.552,26640.0,-0.33136931665532143,0.438638709535148
102501,386.216,-349.056,26648.0,0.32597860037481163,0.4370937868038354
85559,433.904,-101.448,26651.0,0.2695382169755571,0.4328979768661176
92255,155.635,-84.809,26689.0,0.4504634662857872,0.4331800831680274
110769,245.48,-99.792,26692.0,0.7493934886513184,0.43783973998038833
96835,-12.385,65.403,26754.0,0.7406287552192127,0.44500760549584195
104150,202.446,-96.396,26774.0,0.19485878450356875,0.44345277270095784
100745,-19.8,-4.341,26831.0,0.47349805510713505,0.4468730302526118
97541,227.879,35.771,26931.0,0.9343298138744748,0.4507029115988274
27659,413.856,-170.144,26939.0,0.29343281933308285,0.44833303653526607
17105,233.623,-101.545,26973.0,0.9549674711835856,0.45077679445960533
107098,144.97,-7.075,27008.0,0.40185195151891573,0.44941244408808784
89152,262.657,-128.801,27010.0,0.5013621155639474,0.44275327016520954
94486,166.874,-42.038,27031.0,0.1812326886406436,0.4410012058317031
101001,396.542,31.18,27042.0,0.6094014860500255,0.45382917248327664
103935,137.277,-99.901,27086.0,-0.16581530916664505,0.4520958448524516
22210,545.559,-256.354,27130.0,-0.04150933066074169,0.44522262384338845
11660,302.489,-23.788,27147.0,0.16249056132857137,0.4446151427011191
106386,269.437,-54.952,27157.0,0.5519843087722475,0.4440420644269766
10431,571.189,-263.894,27215.0,-0.5625563420554582,0.4292592625512661
110628,467.056,-203.603,27257.0,0.27584971199030733,0.4304437202051898
62864,495.624,-364.287,27267.0,0.5110280873602109,0.4310665134191459
100794,0.028,70.954,27277.0,0.3834498256071684,0.43194825629882094
63169,464.984,-366.262,27294.0,0.6463725791522261,0.43298012038601075
28448,239.041,77.979,27311.0,0.2152152635339677,0.42716121940180607
27580,560.359,-318.636,27376.0,0.28607141493348137,0.42195257419866317
21667,651.5,-375.569,27382.0,0.8079210833392132,0.42961462967027436
94425,488.666,15.407,27392.0,0.2013648568489938,0.42680654860013456
107071,365.293,-352.743,27394.0,0.8397998291277655,0.4311276151122145
110382,324.392,-202.157,27424.0,0.2630820344557169,0.4309902494138263
86986,246.948,-58.855,27515.0,0.2910889529277291,0.42707144985817536
26777,245.167,57.087,27538.0,0.8136161654208156,0.4231409506340158
24564,472.072,-293.577,27552.0,0.3550219816145726,0.4189824273162791
20452,519.342,-207.611,27584.0,-0.0064644354457124905,0.41410379723730395
105403,83.768,-154.884,27591.0,0.6738314811312821,0.41249615560889835
104678,127.557,-15.868,27599.0,0.3069528644402491,0.4114032044489141
15826,493.605,-294.762,27653.0,-0.05110884940628531,0.40665494457769874
87426,127.917,-150.306,27681.0,0.5856452072210956,0.4086671054856956
103268,102.333,52.203,27701.0,0.5457067480198576,0.40475612495181956
85847,157.472,-166.837,27722.0,0.7900554554205652,0.4105199737577753
20710,405.067,-118.744,27725.0,0.703339339638419,0.404998942344268
85118,194.193,-125.371,27749.0,0.9378578536048799,0.40916486387941
68541,355.363,36.533,27759.0,1.236647879982702,0.4112374992825829
82998,555.009,-434.231,27760.0,0.5641415972959959,0.4110751151794059
104457,209.409,-154.409,27765.0,0.3532613745482989,0.4091695168663712
23933,408.861,-200.298,27784.0,0.08476753761781897,0.4032682711103353
102571,320.371,-101.154,27828.0,0.12050767570107083,0.3957498817682887
85590,269.583,-260.673,27832.0,-0.4238936129578009,0.38884161768650954
106845,229.586,-203.056,27911.0,0.1314872293699934,0.3856943280990626
87156,366.49,-48.914,27922.0,0.8146615856830108,0.3923097138123971
99329,132.007,-49.123,27933.0,0.7273238843504231,0.3952582796320813
110818,178.578,-202.328,28014.0,0.4126286400097425,0.39804660419307936
17508,464.984,-184.103,28038.0,0.1308477966329745,0.3980988548817438
82994,102.734,-63.881,28139.0,0.187260116811076,0.39776205428723493
107528,568.636,-259.461,28186.0,0.7480151650085395,0.39841075499281847
11438,271.78,-266.132,28262.0,0.4821350835495166,0.40210099466844346
97748,503.146,-323.032,28265.0,0.06950622133429689,0.3968120651504127
92068,190.161,-9.741,28282.0,-0.011783417082271005,0.3947779677499736
100931,542.76,-473.302,28297.0,0.4847876171631098,0.39444812681562375
104360,168.763,-173.804,28304.0,0.4853783291904742,0.3914200633328834
63717,555.752,-443.937,28457.0,0.49868983974711495,0.39023682427018186
99531,197.093,-400.418,28555.0,0.5404415161589703,0.39243205726518154
64574,455.344,-310.325,28583.0,0.5508968961598322,0.39894193272699086
102857,421.941,-462.962,28619.0,0.3175466619375628,0.4009614648971222
98659,420.77,-203.219,28631.0,0.6496649859706762,0.4019200551921784
105226,150.725,-164.523,28635.0,0.3643673759613059,0.4019644010998696
94253,75.869,-158.477,28690.0,0.3194000911535881,0.4021705454067284
96634,232.681,-197.433,28750.0,0.20540503622616835,0.3956905848665905
46725,245.521,-186.441,28775.0,-0.42487550273278724,0.38736073252970243
92475,212.725,47.882,28782.0,0.36331182825260633,0.3833985215392983
103564,398.187,-172.988,28832.0,0.6321178689851026,0.3844481265144126
97177,258.071,-224.082,28872.0,0.49861517389975585,0.3857245378916948
107530,265.953,-483.396,28890.0,0.2682751072186911,0.39137987711930444
84126,88.29,-249.758,28905.0,0.4491620374959674,0.39048840089326053
109951,428.974,49.168,28910.0,0.1624513551716107,0.38786250510088716
102516,438.426,-358.49,28940.0,0.7319397576541251,0.3966334800951369
110276,77.255,-98.48,28972.0,0.8537848178259233,0.40304875876822166
83458,237.848,-272.847,28987.0,-0.205958949900456,0.39535905524409254
98875,244.82,-175.246,29061.0,0.94325863935379,0.40121262662751805
98002,383.519,33.119,29146.0,0.9213070825960591,0.4045199448749252
91816,146.08,-264.082,29189.0,0.657896783067003,0.405422743720788
104997,424.995,217.202,29275.0,0.22072766154331008,0.40448794310278735
16809,481.791,-368.763,29314.0,0.5162104961292622,0.4056116044141406
96116,424.254,-183.595,29343.0,0.33120110019493926,0.4079156115360806
101798,174.577,-415.122,29349.0,0.6257653092452907,0.4099993977064213
88077,154.769,-64.028,29411.0,0.2605867762121855,0.4084325778635297
10651,516.732,-266.175,29452.0,0.7231456628010758,0.4141075126673517
86178,244.465,-375.806,29455.0,0.6432107205834041,0.41151885250989984
103749,340.337,155.279,29494.0,0.4233757809365214,0.41039898867019065
20980,313.19,-301.458,29514.0,-0.1452853330920936,0.4083414553464162
83565,189.019,-475.087,29521.0,0.8148952074026609,0.41530002585463355
99701,281.025,-430.824,29580.0,0.7923130432512743,0.41884977231980325
97597,179.846,-427.993,29587.0,0.4038266973393901,0.417518991449001
95695,252.564,-358.923,29621.0,0.8580723620910854,0.4205305870897662
63568,480.21,-288.719,29625.0,-0.02373833033833579,0.41542337457991757
97722,363.167,-478.921,29733.0,0.8225805784856671,0.4176850739782953
93186,168.188,-150.759,29773.0,0.3794234193554659,0.4149906947598481
23684,468.776,-255.066,29786.0,-0.008067318693341596,0.4127109244167783
88078,374.044,-348.344,29794.0,0.5976611867031527,0.4155844008661155
108962,238.624,-291.514,29865.0,-0.05047744205974007,0.41150666420284
86786,207.804,-399.337,29915.0,0.4929485350192124,0.41974984271958526
98297,441.179,-19.266,29946.0,0.5492499127202772,0.42198255584303995
93833,411.734,-443.556,29967.0,-0.03493381244185075,0.4189378355488658
106843,171.163,-40.461,29981.0,0.14149086237618672,0.41584810950976986
83820,533.466,-169.02,29985.0,1.044694536959707,0.4188011199928537
83041,123.855,-149.533,30087.0,0.279768500740203,0.4141925174480636
92630,310.686,-250.307,30111.0,0.9051385891776806,0.42129531549480476
101863,203.185,-152.228,30115.0,0.08352946739742048,0.4173956296177076
95150,553.802,-362.839,30121.0,0.5010485882096724,0.4130628173610596
18065,614.859,-306.552,30139.0,0.7626932720262833,0.41775542188799164
10357,544.668,-458.586,30172.0,-0.3043257944591777,0.40516248923156395
95107,80.768,-151.037,30232.0,0.17728423315833258,0.4029168120479581
94136,591.27,-212.388,30238.0,-0.3063427574470617,0.39483976331784804
66167,531.119,-363.407,30278.0,0.7334345040892407,0.400361781472334
98471,411.59,-377.473,30292.0,0.14119299405881686,0.39567969655242186
85058,192.435,-168.631,30357.0,0.5551779672049066,0.4028896293161375
65928,510.423,-510.419,30379.0,0.2770061777747782,0.4060747844004926
96787,379.614,-224.778,30414.0,0.81676675523402,0.4126175463395471
21293,604.573,-332.799,30474.0,0.20782988322764231,0.4091760020841011
62186,299.785,-240.74,30559.0,-0.22536780289259878,0.4125478874757297
97707,385.985,-163.168,30567.0,0.3632629584415342,0.4134220199402419
93308,263.458,-20.217,30625.0,0.3320686842008164,0.41163242590864807
16861,623.299,-367.903,30652.0,0.963063681042137,0.4174285644629977
102274,248.105,-370.154,30665.0,0.5943861382163869,0.4169087000536393
11576,574.359,-465.076,30756.0,0.640906965794491,0.42116561707624456
97412,386.682,-180.436,30759.0,0.203873230255754,0.42034363522946727
110921,120.224,-252.438,30765.0,0.5651478298930442,0.4179159026950055
103142,287.003,-171.093,30776.0,0.5334869868215681,0.42123712399473134
99787,289.879,-426.065,30782.0,0.6302278977814597,0.41914140468126826
105613,193.163,-477.634,30784.0,0.38928360516787486,0.42040342038838985
100148,384.821,-327.206,30790.0,1.0200939546576357,0.4276934704056889
65782,573.537,-408.164,30837.0,0.4622859999195802,0.4241801687506765
62982,477.261,-307.13,30912.0,0.7396589989965219,0.42802653892449605
91949,311.388,-148.232,30989.0,0.32248837100763483,0.43131606698902947
84216,310.127,-486.065,30992.0,0.6221617766831945,0.4307993699445486
85576,514.0,-684.645,30995.0,0.7501519170144901,0.435231360470291
10201,737.996,-437.093,31042.0,0.19526525656341456,0.43769510152998803
105740,180.433,-447.078,31058.0,0.6235631155630719,0.4380742806134078
86479,271.722,-333.256,31075.0,0.3589526510451075,0.43620673964366025
98683,338.438,-151.71,31135.0,0.2825154211947035,0.43113133930140163
68974,524.761,-361.336,31174.0,0.4145170226248814,0.4282431161312663
23447,560.483,-580.577,31206.0,0.5106138641288557,0.42397067623650597
93840,253.901,-352.098,31235.0,0.3001860411404854,0.4146060578480839
97848,153.551,-449.542,31294.0,0.4785198614674634,0.4137498404897986
95191,163.499,-281.405,31295.0,0.28441865501476665,0.4130614132944633
97983,426.836,-232.581,31304.0,0.36945429468604984,0.41590828086514553
105168,81.159,-213.879,31312.0,0.4181790716865928,0.41888499482500074
86869,352.054,-360.656,31368.0,0.692117980914808,0.43004511076372687
103377,428.926,-128.596,31421.0,0.409742911640888,0.4328276675864358
88433,333.421,-308.977,31447.0,-0.000773573969493048,0.42467331598991076
85848,450.542,-216.741,31473.0,0.11804972650437913,0.41858057441145036
22799,548.559,-538.371,31499.0,0.6705252859567151,0.42115954087092006
96167,183.381,-502.076,31500.0,0.33142895718060217,0.42316535247639636
100574,250.286,-428.02,31579.0,0.3854434843333615,0.42514718615161917
9881,498.483,-359.749,31591.0,0.3292408890801254,0.42095944339233504
18815,563.744,-271.035,31604.0,-0.34459028246801815,0.4126921897321597
