,Estimator,Sample number,True MI,Estimate,Ambient dimensions,Intrinsic dimensions
303,KSG,6000,1,1.0373410519791808,1,1
304,InfoNCE,6000,1,0.5895042444318457,13,13
305,LMI ,6000,1,0.2236936374520588,13,13
306,MINE,6000,1,0.406313312229657,13,13
307,KSG,6000,1,0.41428625092096644,13,13
308,InfoNCE,6000,1,0.18576534050295412,25,25
309,LMI ,6000,1,0.04842758399723876,25,25
310,MINE,6000,1,0.19627537227983122,25,25
311,KSG,6000,1,0.22866735650624195,25,25
312,InfoNCE,6000,1,-0.24165901410276347,37,37
313,LMI ,6000,1,0.03563290515720384,37,37
314,MINE,6000,1,0.07082486338241668,37,37
315,KSG,6000,1,0.1497892831435621,37,37
316,InfoNCE,6000,1,-0.39868742950774916,50,50
317,LMI ,6000,1,0.03129411535615229,50,50
318,MINE,6000,1,-0.07661878690733384,50,50
319,KSG,6000,1,0.0893254201700748,50,50
320,InfoNCE,7000,1,1.009337284828479,1,1
321,LMI ,7000,1,0.9938347245338065,1,1
322,MINE,7000,1,1.0167363224338988,1,1
323,KSG,7000,1,1.0089514338589822,1,1
324,InfoNCE,7000,1,0.5730523840503094,13,13
325,LMI ,7000,1,0.17329588629474055,13,13
326,MINE,7000,1,0.468215887667962,13,13
327,KSG,7000,1,0.40393157568638544,13,13
328,InfoNCE,7000,1,0.20820082127330924,25,25
329,LMI ,7000,1,0.043081264913294386,25,25
330,MINE,7000,1,0.14066082652237222,25,25
331,KSG,7000,1,0.1902189736910757,25,25
332,InfoNCE,7000,1,0.018194388600078253,37,37
333,LMI ,7000,1,0.028605726908757945,37,37
334,MINE,7000,1,0.030727108333752844,37,37
335,KSG,7000,1,0.13520736956620058,37,37
336,InfoNCE,7000,1,-0.2989691368150789,50,50
337,LMI ,7000,1,0.018150442481507507,50,50
338,MINE,7000,1,-0.10168818197565287,50,50
339,KSG,7000,1,0.10303067014610456,50,50
340,InfoNCE,8000,1,0.9679417486964044,1,1
341,LMI ,8000,1,0.999816836881512,1,1
342,MINE,8000,1,0.9630705120933661,1,1
343,KSG,8000,1,0.9616364508014668,1,1
344,InfoNCE,8000,1,0.6158203417362692,13,13
345,LMI ,8000,1,0.21618488060610447,13,13
346,MINE,8000,1,0.4610316563934699,13,13
347,KSG,8000,1,0.41459445051304206,13,13
348,InfoNCE,8000,1,0.2497477021381431,25,25
349,LMI ,8000,1,0.030931142463232184,25,25
350,MINE,8000,1,0.25341480221116536,25,25
351,KSG,8000,1,0.203584951608408,25,25
352,InfoNCE,8000,1,0.11453356616859604,37,37
353,LMI ,8000,1,0.07157249725226003,37,37
354,MINE,8000,1,0.07536400148663878,37,37
355,KSG,8000,1,0.15697091146228206,37,37
356,InfoNCE,8000,1,-0.21339882491298676,50,50
357,LMI ,8000,1,-0.008867570008126326,50,50
358,MINE,8000,1,0.005034792104008723,50,50
359,KSG,8000,1,0.07026209231681713,50,50
360,InfoNCE,9000,1,0.9805900407714587,1,1
361,LMI ,9000,1,0.9934407687251147,1,1
362,MINE,9000,1,0.9790690262072281,1,1
363,KSG,9000,1,1.0067849264828177,1,1
364,InfoNCE,9000,1,0.6341591957630722,13,13
365,LMI ,9000,1,0.2259883029815678,13,13
366,MINE,9000,1,0.44906596345968997,13,13
367,KSG,9000,1,0.43135328816420626,13,13
368,InfoNCE,9000,1,0.29581566292885847,25,25
369,LMI ,9000,1,0.07885435157418137,25,25
370,MINE,9000,1,0.2289749496363296,25,25
371,KSG,9000,1,0.22803382055516552,25,25
372,InfoNCE,9000,1,0.09259545922453617,37,37
373,LMI ,9000,1,0.03520058182862267,37,37
374,MINE,9000,1,0.06678911849727001,37,37
375,KSG,9000,1,0.12033071177486232,37,37
376,InfoNCE,9000,1,0.054562527882131215,50,50
377,LMI ,9000,1,0.03715435272751919,50,50
378,MINE,9000,1,-0.007293440257789989,50,50
379,KSG,9000,1,0.1246169342121474,50,50
380,InfoNCE,10000,1,1.0182748792285174,1,1
